summary,image,type,price
"- Newly renovated studio space - Air Conditioner - Close to all services(shops, bus, mall) - WIFI, Netflix, Youtube, etc.. - 1 double bed - 3 seater couch( can be used for sleep 1 person) - TV, coffee maker, water, Cooler - Bathroom with shower and bath tub - Private entrance - Indoor private garage parking - Close to bus, subway, shopping mall - 15 min from downtown - Great location ** Please note that this studio don't have a kitchen** *** Great for short stays like hotel for lower price***",img_train/2403.jpg,Apartment,0
"Your private sanctuary! Victorian style, beautiful, charming home only 20 minutes from downtown Montreal , 5 minutes from the  trudeau airport, central location, quiet neighbourhood. Close to restaurants, grocery stores, bus stop up the road, with lots of private land and plenty of storage.  Very spacious private driveway large enough to fit 8 vehicles (don't have to worry about parking!).  Stones throw away from waterfront, across the street from Park (Tennis, basketball, Hockey)",img_train/2404.jpg,House,2
"Cozy private bedroom at the very heart of the Plateau neighbourhood, with the subway station literally a stone's throw away. You won't find a better location!",img_train/2405.jpg,Apartment,0
"Logement situé sur le Plateau Mont-Royal, le quartier branché de Montréal. Logement propre et calme où vous aurez toutes les commodités pour profiter de votre passage à Montréal.  Peut accueillir 3 personnes, une chambre fermée.",img_train/2406.jpg,Apartment,1
"Mon logement est parfait pour les couples, les voyageurs en solo et les voyageurs d'affaires. Il est aussi très facile de stationner une voiture sur la rue. Il est situé dans un chouette cartier proche de tous les services; boulangerie, fruiterie, bar, restaurent, épicerie, microbrasserie, etc",img_train/2407.jpg,Apartment,0
"Recently renovated space with huge south facing windows, on the 9th floor of a quiet residential building. At a walking distance from the city's main attractions and the busy Ste Catherine/Crescent streets, it is ideal for young professionals or tourists looking for a peaceful yet practical spot in the city.",img_train/2408.jpg,Apartment,2
"One of the best places in the city. The 3 1/2 is well heated in winter and you have an air conditioner in summer, so you will find a 60""flat screen TV with unlimited WI-FI access and also you have the Netflix, with free underground parking but like Most of the underground garages are tight so make sure you do not bring a truck or a dropped car as the entrance is steep.Every ordinary car, or small 4x4 is fine.",img_train/2409.jpg,Apartment,0
"My place is close to McGill University,Mount Royal,Place des Arts,Sherbrooke Avenue, St.Catherine Ave. You’ll love my place because of the views, the location, the ambiance. My place is good for couples, solo adventurers, business travellers, and families (with kids).",img_train/2410.jpg,Apartment,1
"Cozy Apartment in The Heart of Downtown Montreal at the crossroads of mountain serenity and fast-paced city life. It is unique and current, just like you: At the foot of MountRoyal in the heart of the Golden Square Mile historic district, just steps from McGill University and Concordia. Any food, entertainment and transportation services you may need are conveniently located just a few minutes’ walk away. This is perfect for couples, families, solo travelers, friends.",img_train/2411.jpg,Apartment,1
"Chambre très spacieuse dans grand appartement. Située à 2min à pied du métro (2 lignes principales), de deux lignes de bus, d'un grand supermarché, pharmacie etc. L'appartement comprend le wifi, machine à laver et sèche linge, petit jardin.",img_train/2412.jpg,Apartment,0
"- Tastefully Furnished - Luxury , Modern and Authentic  - Best Location , Hearth of Down town Montreal - Side by Side Concordia University. - Walking distance to Metro Guy . - Multinational restaurants, cafe and bars, 5 min walk to crescent and st Catherine street",img_train/2413.jpg,Apartment,0
"In the heart of downtown Montreal, less than a minute from st. Catherine street. 3 minutes  walking from Beaudry Metro station,  everything is minutes away, restaurants, clubs, grocery stores...etc",img_train/2414.jpg,Apartment,2
"Right in front of the beautiful Parc Lafontaine, this amazing and large appartment will charm you with its high ceiling, wood floor, original moulding, modern kitchen and bathroom. Definitely the best place for your stay in Montreal!",img_train/2415.jpg,Apartment,2
"old creaky loft steps away from all the the bars, restaurants & clubs (and their noise!) on St Laurent, St Denis, and Mont Royal. Walking distance to festivals, downtown, Chinatown, parks, McGill, transit. Real loft with personality - I have a piano, guitar, violin, drawing supplies and bikes... but you can definitely also roll a banana on the crooked floor! please note there are no curtains or ac so it is *sunny and warm* If you have any questions don't be shy ! Je parle Francais aussi :)",img_train/2416.jpg,Apartment,1
"The apartment is bright and spacious. Vegetarians preferred or those not cooking much. Quiet people only, thank you.",img_train/2417.jpg,Apartment,0
"Charming apartment located in Saint-Henri, one of the most “up-and-coming” neighbourhood, hardwood floor & high ceiling. Near Metro Place Saint-Henri (4min walking), Lionel Groulx (7min walking), downtown (15min walking), Atwater market, Lachine canal, Saint-Henri park, bike paths, Bixi station and the dynamic Notre-Dame street with bars & restaurants. Free & easy parking on the street. A quiet place near the action! It will be a pleasure to welcome you and answer all your questions.",img_train/2418.jpg,Apartment,1
"Such a cosy warm space that is brilliantly lit with lamps ,ideal for couples who want to snuggle up together or just for one person who might want to have their own chill space...very spacious for a studio and the bed area is separated from the rest of the living area with a convenient wall unit that provides privacy.A spacious kitchen and well furnished clean bathroom .",img_train/2419.jpg,Apartment,0
,img_train/2420.jpg,Apartment,2
Professionally renovated condo in the heart of HOMA with FREE parking! Our studio flat is designed to make you feel comfortable just like being home.,img_train/2421.jpg,Apartment,1
"Cook meals in an invigorating kitchen with robust wood-beamed ceilings and a spacious center island set below sleek bell pendant lights. Dine at a live-edge table within this airy loft apartment featuring exposed brick, hip artwork, and chic touches.",img_train/2422.jpg,Loft,0
"This roomy 3 bedroom apartment in historic Shaughnessy Village is just a stone's throw from Downtown Montreal. It is served by both the Atwater and Guy-Concordia metro stations and a five minute walk will take you to the restaurants, nightlife, grocery stores, and entertainment of bustling St. Catherine Street! This is ideal for a family or group of friends visiting Montreal for a short stay who want to be close to all our city has to offer.",img_train/2423.jpg,Apartment,1
"Quartier Ahuntsic: centre nord de Montréal, près du Métro Sauvé; Ligne orange. 11 minutes de marche. Très bien situé.  Stationnement dans la rue sans soucis.",img_train/2424.jpg,Apartment,1
"Excellent pour une petit famille! A proximité (10 min./pieds) du marché Jean-Talon (plus grand marche à ciel ouvert en Amérique), du parc Jarry (tennis,piscine,jeux enfants, etc.) 2 lignes de métro (centre-ville en 20 min. Musée, Vieux- port, etc.)  piste cyclable, petits resto/café de quartier, etc... nous y vivons et nous y sommes heureux!",img_train/2425.jpg,House,1
"Perfect spot in Montreal, in a perfect area, close to downtown and old port.  Surrounded by great restaurants, bars, grocery’s and more. My place might be a little small, one bedroom, one living room and bathrooms + kitchen BUT  you can easily stay like 4 to 5 if you want to save money. There is 2 terrasse so you can cook bbq and enjoy the sun ",img_train/2426.jpg,Apartment,2
"Next to metro stay, peaceful  area right in the heritage area of Montréal.",img_train/2427.jpg,Apartment,0
,img_train/2428.jpg,Apartment,2
"Enjoy the relaxed pace of real neighbourhood living. A true Montréal experience is here to envelop you, just a stone’s throw from all the action, in the still authentically franco borough of Plateau-Rosemont. With its three bedrooms (two with queen beds, one with a double-single bunk), this dyed-in-the-wool Montréal style apartment comes fully appointed with bedding, towels, full kitchen and accessories, washer-dryer and full bath with tub and shower.",img_train/2429.jpg,Apartment,0
"This cozy, charming and bright apartment is located on the second floor of a duplex in a quiet Montreal neighborhood.",img_train/2430.jpg,Apartment,0
"Soak up the elegance of this bright, modern suite decorated with specially selected art in the heart of Montreal. The central location provides convenient access to all the attractions—museums, restaurants, shops, and trendy bars.",img_train/2431.jpg,Condominium,1
"Grand 5 et demi avec cachet, planchers bois francs, deux cours. Dans le quartier central du Mile-End à deux pas de toutes les commodités et des meilleurs cafés, bagels et glaces de Montréal.",img_train/2432.jpg,Apartment,1
"Updated chic and relaxed decor welcomes you in this long-term stay home! Fully equipped for family seeking convenience and home stay comfort.  Home consists of the whole ground floor unit of a semi-detached duplex including driveway parking, garden and patio. Washer/dryer in basement.   Home locates in a safe residential neighbourhood with quick access to major roads / highways as well as public transits. # extended stay Please inquire directly for availability and additional discount  #",img_train/2433.jpg,House,2
"Sunny studio located around the corner from exciting St-Laurent, a 10 min walk to metro or bus. Studio comes fully furnished with queen bed and AC unit. 3rd floor of secure building, elevator, & w/d down the hall. Hydro & wi-fi included! 2 week min.",img_train/2434.jpg,Loft,0
"Featured in The New York Times, The Wall Street Journal, and Fast Company, we’ve hosted over 350k guests in 2,500+ spaces with an average rating of 4.6 stars. Each space is designed and run by us, so you’ll always know what to expect from your stay. At Sonder, we’ve combined the best parts of home and hotel. - 24/7 support via text, email, or phone - Coffee, fresh towels, and bathroom essentials provided - Hotel-standard cleaning before you arrive - Self check-in",img_train/2435.jpg,Apartment,2
"- Tastefully Furnished - Luxury , Modern and Authentic  - Best Location , Hearth of Down town Montreal - Side by Side Concordia University. - Walking distance to Metro Guy . - Multinational restaurants, cafe and bars in Crescent and st catherine street.",img_train/2436.jpg,Apartment,0
"Large & sunny apartments in city center. Close to all kinds of restaurants, shops, metro/bus station, universities, Bell Center. Very secure & calm, camera system, 24/7 Concierge on site.  Recently renovated, big window with very good view.",img_train/2437.jpg,Apartment,1
"English / Français (plus loin)  Sunny bedroom in the lively neigborhood of Plateau Mont-Royal, close to the Mount Royal Park, Downtown, Old Montréal, museums, good restaurants, coffee shops and bars with terrace.  Chambre ensoleillée dans le quartier animé du Plateau Mont-Royal, près du Mont Royal, du centre-ville, du Vieux-Montréal, des musées, de bons restaurants, cafés et bars avec terrasses.",img_train/2438.jpg,Apartment,0
Charming fully furnished condo.  Modern decor with plenty of light. Open space concept with one very spacious closed bedroom. Big bath tub for all of you bath lovers and a separate stand up shower. Minutes away from... * Olympic Park Sights & Landmark (Website hidden by Airbnb)  * Old Montreal * Downtown Montreal * Jacques Cartier Bridge * La Ronde Amusement Park,img_train/2439.jpg,Condominium,0
"Enjoy your stay in this quiet and sunny studio, well situated, right in the heart of Plateau Mont-Royal",img_train/2440.jpg,Loft,0
"ideal for a new arrival to give you the time to look proprely for a place.. 2 min to the metro... nice double room in 6 1/2 appartement includes internet,  washing machine...and friendly roomates . we do (2students) smoke and allow smoke cig but y windows  open.Can alsowrent per week... It's not a place to party because and nice old woman lives downstairs buts theres restaurants and bars all around And a nice french bakery for the morning.  En passant nous sommes francos! We have a ",img_train/2441.jpg,Apartment,0
"Lovely upper duplex appartment, 3 bdr, fireplace, new kitchen all equiped & bathroom, high ceilings, very bright, washer/dryer, tv, wifi, family environment, next to Westmount and metro station, 15 min from downtown Montreal.",img_train/2442.jpg,Apartment,1
Quartier Tranquille grand 3 1/2  Rénover très cozy,img_train/2443.jpg,Apartment,0
"Le Refuge de L’artiste is located in the heart of the Plateau near bistros and restos, 300 meters from Mont-Royal Street and from the metro. This luxurious and well-lit contemporary style condo is sure to please you at first sight. Three exterior terraces, of which one includes a spa area.",img_train/2444.jpg,Apartment,1
"Nos appartements sont situés sur la rue St-Catherine Est à deux pas du Metro Papineau, prêt de nombreuses attractions et commerces. Ils sont également à 10 minutes du Quartier Latin  et du supermarché Métro Plus.",img_train/2445.jpg,Apartment,0
"High-end 2 bedroom apartment in the most prime location of downtown. Within a 5min walk (<1km) : Mount Royal, Beaver lake, Old Port, McGill, Concordia, Montreal fine Arts museum, Peel Station, St.Catherine street, St.Laurent Street, Various Bars, Restaurants and Clubs.",img_train/2446.jpg,Apartment,1
"Make yourself at home in Montreal's safest community. Exceptionally clean & large private upper duplex, you'll enjoy the size of the 4 large bedrooms and comfort of the beds. Big kitchen fully stocked with espresso machine, dishwasher and many other appliances. Dining room table that fits 8, and 60 inch TV with Cable TV, Netflix and chromecast for easy streaming off a smartphone.  Free big driveway parking. Bus at front yard! Downtown in 15-20 mins, 30-40 mins by metro. Times vary on destination",img_train/2447.jpg,House,2
,img_train/2448.jpg,Apartment,1
"Charming apartment in the heart of Rosemont. Centrally located, gives you easy access to all main and interesting areas of Montreal while being situated in a quiet neighbourhood. The space is filled with light in the day time, 9ft ceilings and old wooden floors also add great character.",img_train/2449.jpg,Apartment,1
"Sweet, comfortable room on a quiet street near a gorgeous waterfront park and new beach. Just a block from one of the coolest streets in the city, Wellington St. Comfortably sleeps 2 guests and you'll have access to the entire apartment and outdoor deck overlooking the gardens. Bus ( on the corner) and metro station just a small walk away. Fabulously convenient. Atwater market close by too!Just 10 minutes from downtown. Lots of street parking- no permits required.",img_train/2450.jpg,Apartment,0
"Mon logement est proche de la Rue Masson dans le Vieux-Rosemont. Vous apprécierez mon logement pour la proximité aux transports en commun, la grande terrasse et le confort. La chambre est parfaite pour les couples tout autant que pour les voyageurs en solo.",img_train/2451.jpg,Apartment,0
"Amazing location on St-Denis – quintessential Montreal - lively and unique spot lined with businesses offering exclusive products and services .  Home away from home. Warm and inviting space that feels like so much more than a hotel room. Seconds away from an organic grocery store, bakery, liquor store, cafés, restaurants & boutiques. Walking distance to the mountain, Parc Lafontaine, rue Mt-Royal and the quartier Latin .  Bixis (ride share bikes) around the corner. 7 mins to métro Mt-Royal.",img_train/2452.jpg,Apartment,1
This unit is located in heart of down town . New designed professional. And it is walking distance to everything.,img_train/2453.jpg,Apartment,1
Welcome to a lovely artsy apartment in the Plateau. There are two rooms in this booking it depends which is available for your booking. If you have preferences please say it in advance.,img_train/2454.jpg,Apartment,0
"Its a modern condo in an up and coming area. Very spacious and private apartment, overlooking the great montreal skyline. Two big bedrooms with 2 king beds and 1 large sofa in the living area. A 55"" flat screen TV with a netflix account set! A spacious toilet with 1 bathtub and 1 showerhead. A beautiful kitchen with many accommodations(nespresso machine, kitchenaid...) and a large counter area. Its a beautiful 4 and a half (98m2) with beautiful view from the 8th floor! (AC & heating units too)",img_train/2455.jpg,Apartment,0
"Nous serions ravis de vous accueillir chez nous, dans une chambre confortable avec un balcon privatif spécialement pour vous. Pour nous Airbnb, c'est le partage et la convivialité tout en respectant l'intimité de chacun :)",img_train/2456.jpg,Apartment,0
"Historic Boutique Hotel in Old Montreal Originally home to the Hotel Richelieu, Maison Saint-Vincent is a Montreal landmark.  With a preserved exterior dating back to 1858, the allure of MSV is undeniable. Completely renovated, while maintaining the original charm, Maison Saint-Vincent is designed for independent traveler, professionals, and foodies.",img_train/2457.jpg,Aparthotel,1
"20 separate and private 1 Bedroom and Studio apartments in same building! Sleeps up to 80 comfortably! For big groups, business or Families trips! We are in the heart of the nightlife district, everything is close by! Each apartment will accommodate 4 guests with this price, we can make custom price for your specific group. Each unit has - Queen size bed and double size Sofa-bed ! - Indoor parking, pool and sauna ! - Quality furnishings + Luxury Design + Lavish beds & Linens !",img_train/2458.jpg,Apartment,0
"One closed bedroom and one pull-out bed in a bright, uncluttered, upper duplex apartment located in a quiet residential neighborhood in Montréal's South-West borough, within walking distance to Jolicoeur metro (green line) and access to downtown. Other features in the area include the Lachine Canal linear park and bike path, the Paradox Theatre, and Maison de la culture Marie-Uguay. And, it's just a short taxi ride to the Glen-McGill University Health centre. Easy enough parking on the street.",img_train/2459.jpg,Apartment,0
"Ideally located in the heart of downtown Montreal. The city is yours to discover, any area is easily accessible from the metro located just steps from your front door, and many Montreal festivals will be only a short walk away at the Quartier de Spectacles! The apartment is the perfect choice for your next stay in Montreal!",img_train/2460.jpg,Apartment,0
"Located in middle of downtown Montreal. Our clean flat easily accommodates up to 8 people. Direct view on the beautiful mountain of Mont Royal and the city from a private balcony. A minute walk to Guy and Atwater metro stations, Concordia University and supermarket. All shops and services are within meters reach. Bixi station (Montreal's bike rental) right on the corner of the street. This flat is perfect for anyone looking to have the comfort and ability for long or short stays in Montreal.",img_train/2461.jpg,Apartment,0
"Historic Boutique Hotel in Old Montreal Originally home to the Hotel Richelieu, Maison Saint-Vincent is a Montreal landmark.  With a preserved exterior dating back to 1858, the allure of MSV is undeniable. Completely renovated, while maintaining the original charm, Maison Saint-Vincent is designed for independent traveler, professionals, and foodies.",img_train/2462.jpg,Aparthotel,1
,img_train/2463.jpg,House,2
Perfect spot for travellers looking for comfort close to the city. This apartment is fully equip with towels and bed linens for 8 persons per floors. The building can welcome a group of 16. This is the second floor.,img_train/2464.jpg,Apartment,0
"Notre logement est situé dans un quartier près de tout et facilement accessible. Pour faciliter votre séjour, nous vous offrons wi-fi illimité, téléviseur, shampooing, savon, serviettes, machine à café, équipement pour la cuisine.",img_train/2465.jpg,Apartment,0
90 Seconds away from the subway and 15 mins away from downtown,img_train/2466.jpg,Apartment,0
Notre logement est idéal pour un couple de voyageur désirant visiter Montréal ! Vous aurez accès à la totalité de l'appartement et vous pourrez y vivre comme bon vous semble. Nous apprécierons toujours faire votre connaissance et partagez notre expérience de la ville pour enrichir la votre ! Our flat is ideal for traveling couples willing to discover Montréal ! You will have full access to the flat and you are free to come and go. We will appreciate to share our experience with you !,img_train/2467.jpg,Apartment,0
Make breakfast in a streamlined kitchen area with crisp cabinets and dine at an industrial-chic hardwood table. Floor-to-ceiling windows draw beams of sunlight into this apartment featuring concrete floors and a wall-sized mural of Marilyn Monroe.,img_train/2468.jpg,Serviced apartment,1
"You'll love the convenience of this haven - it's 18 s walk to Wellington Street with its cafes, restaurants, bakeries, boulangeries, cheese shops and more...  ~10 min walk to the waterfront shoreline...  It's 5 min walk to metro, 19 min drive to Old Montreal. 24 min metro ride to downtown. This clean and comfortable haven has a kitchen has been renovated in recent years.  It is well-equipped with all the things you need whether you're a business traveler or tourists from out of town...",img_train/2469.jpg,Apartment,0
"Huge Art Deco apartment1930/One of the best neighbourhood in Montreal!  Close to Jean-Talon Market&Plaza Saint-Hubert&Jean-Talon, Beaubien&Bixi Stations! Good for shopping&coffee/Lot of bars&restaurants! Free public parking/Easy access to Downtown!",img_train/2470.jpg,Apartment,0
"Appartement 4 1/2 de style condo très grand et lumineux, super bien situé avec une vue prenante sur le Stade Olympique! Bien isolé, ce logis à aire ouverte se trouve dans un quartier des plus calmes et paisibles de Montréal! Facile de stationnement! Tous les voyageurs sont les bienvenus!",img_train/2471.jpg,Apartment,1
"Lovely luminus flat with one open bedroom (queen bed), fully equiped kitchen, comfortable living room and two balconies. Great for two people who look for a cozy apartment. 10 seconds from bus lines to the Plateau and 10 minutes from the metro.",img_train/2472.jpg,Apartment,0
"Berri-UQAM metro station. Located In the heart of downtown, right next to chinatown and old Montreal Live a few steps from the quartier des spectacles and make the most of summer festivals Within walking distance of restaurants,cafes,bars,shops,grocery stores, parcs,cinemas, pharmacies The area is very lively. Montreal's most famous restaurants and bars are easily found. Ideal location, right in the city center ,3 minutes from the BERRI-UQAM station which gives you access to 3 metro lines.",img_train/2473.jpg,Loft,1
"Bel appartement situé proche de l'Université de Montréal, à 20 min du centre-ville. ll est facilement accessible en métro (à 2 min à pied), bus, taxi et près de nombreux commerces.",img_train/2474.jpg,Apartment,0
"In the heart of Downtown Montreal, nestled in the Shaughnessy Village, this studio is close to everything, half a block away from the famous St-Catherine Street, minutes from public transportation, universities, and museums. You’ll love my place because of the ambiance, the outdoors space, the neighbourhood, the light, and the comfy bed. My place is good for couples, solo adventurers, business travellers, families (with kids), and big groups.",img_train/2475.jpg,Loft,1
"PLEASE NOTE THAT THERE IS A BAR ON THE FIRST FLOOR SO IT CAN BE NOISY. THIS SPACE IS IDEAL FOR BIG GROUP WHO WANTS TO ENJOY NIGHTLIFE IN MTL. Spacious 2 bedroom, 2 bathroom loft,1PARKING INCLUDED,  located on The Main, steps away from Montreal`s most recognized nightlife and restaurants and just a short distance from all Montreal attractions (museums, old port, shopping, universities).",img_train/2476.jpg,Loft,2
"This is a unique apartment with a great backyard. The location literally could not be better. It's a five minute walk from the famous Jean Talon Market, and an eight minute walk from the nearest metro station. It's in the middle of Little Italy. Just a few doors down from Montreal's first ever pizzaria (Neapolitana), down the street from Dante Park, and a two minute walk from the wonderful Italian grocery store Milano's.  Lively, yet peaceful neighbourhood. Ask for neighbourhood suggestions!",img_train/2477.jpg,Apartment,1
Very well equiped and confortable. Well situated. Not close to busy dowtown but quite close to it (35 mn walking / 12 mn by underground ou bus). Right in the  cultural and new artistic places of Montreal,img_train/2478.jpg,Condominium,0
"Located in Montreal`s vibrant Latin Quarter, our spacious 1,200ft2 flat is the definition of accessibility, comfort and luxury. Our neighbourhood boasts quaint little bistros, French bakeries, boutiques, theaters and terraces everywhere you look.",img_train/2479.jpg,Condominium,2
"Bright and spacious apartment on the 3rd floor of a quiet building. Situated 10 minutes walk away from the heart of Verdun; Montreal's up and coming neighborhood with plenty of trendy restaurants, cafes, and bars.  Everything you need is within walking distance (pharmacy, grocery store, public transit, bixi bike rental station).  Plenty of green space, with a park across the street with great views of the Saint Lawrence River.",img_train/2480.jpg,Apartment,0
"Top Location! Location! Location!  This has it all! one bedroom, large sun-filled apartment, located in the heart of the ultra cool Plateau Mont-Royal, near the best restaurants, attractions and metro. One can hardly find a better spot in town!!! It's ideal for anyone wanting to experience Montreal's unique culture. You'll mostly love the Plateau for its hip restaurants, night clubs, bars and shops....",img_train/2481.jpg,Apartment,1
"Newest addition located in downtown Montréal & located 2 minutes from the city’s main metro station & the travel buses. Right across from the national public library & few steps away from restaurants/bars/cafés/terraces on St-Denis street, also from Ste-Catherine street. Walking distance from all the touristics attractions such as the old Montréal/old port, downtown major shopping malls, Chinatown, Quartier des spectacles (where most festivals are happening), convention centre, etc.",img_train/2482.jpg,Condominium,0
"Bonjour!  Je propose mon logement pendant mon absence. Appartement style étudiant avec 2 chambres mais vous n'aurez accès qu'à 1 chambre avec 1 lit 2 places et 1 futon 2 places qui se trouve dans le salon, si besoin. Mon coloc sera présent pour vous",img_train/2483.jpg,Apartment,0
"Welcoming condo on the Plateau, walking distance to the metro Mont-Royal (subway system), LaFontaine Parc, Mount-Royal street and countless restaurants and bars. I lived at this location for four years and loved every second of it! I hope you will enjoy it as much as I have :)  Also enjoy a 300sqft privte roof terrace with view of the city and the sun! No smoking!",img_train/2484.jpg,Condominium,1
"A spacious yet cozy multi-room loft space located on the second floor of a quiet commercial building. Flooded with natural light, long and expansive, our space is like no other. A perfect spot for those looking for an artsy Montreal experience!",img_train/2485.jpg,Loft,0
"Luxurious apparemment with an amazing view on Downtown and the Mount-Royal ! The unite is located 5 minutes drive from Downtown and from the beaver lake and the Mount-Royal which are one the main touristic spots in Montreal. The traveler will have access to a full equipped apartment ideal for families or small group of friend traveling for a short or long period. A GYM, sauna and indoor pool are also available for travelers in the common spaces of the building. Indoor Parking available",img_train/2486.jpg,Condominium,2
,img_train/2487.jpg,Apartment,0
"The room is ideal to enjoy the vibrant upbeat city life of Montreal and privacy at the same time. Brings to life the beauty of Mont Royal and the pace of Downtown. The cozy youthful vibe in the place and neighborhood is impeccable. My place is close to Downtown, Place des arts, Rue St. Catherine, Mont Royal, Rue St. Laurent. Things I bet you will love: the location, the neighbourhood, and the people. Perfect for couples, solo travelers and professionals.",img_train/2488.jpg,Apartment,0
"Our apartment is located in the nicest area of the Plateau, professionals and young family's live on the street. We have the best coffee shops, trendy restaurants and organic grocery stores all in 3 minute walk. Rental 31 days and more.",img_train/2489.jpg,Apartment,1
"Featured in The New York Times, The Wall Street Journal, and Fast Company, we’ve hosted over 350k guests in 2,500+ spaces with an average rating of 4.6 stars. Each space is designed and run by us, so you’ll always know what to expect from your stay. At Sonder, we’ve combined the best parts of home and hotel. - 24/7 support via text, email, or phone - Coffee, fresh towels, and bathroom essentials provided - Hotel-standard cleaning before you arrive - Self check-in",img_train/2490.jpg,Apartment,0
"Featured in The New York Times, The Wall Street Journal, and Fast Company, we’ve hosted over 350k guests in 2,500+ spaces with an average rating of 4.6 stars. Each space is designed and run by us, so you’ll always know what to expect from your stay. At Sonder, we’ve combined the best parts of home and hotel. - 24/7 support via text, email, or phone - Coffee, fresh towels, and bathroom essentials provided - Hotel-standard cleaning before you arrive - Self check-in",img_train/2491.jpg,Apartment,1
"Spacious and roomy 3 1/2. Great for longer stays as it has all the amenities one would need. Between an indoor rooftop pool, a laundry room, wireless internet, a temper-pedic queen size mattress and a full-service kitchen (appliances, and microwave included) - this apartment has it all. Enjoy private indoor parking and both restaurants and a grocery store a few streets away. We are near several bus roots and walking distance from villa maria metro.",img_train/2492.jpg,Apartment,0
"Large, quiet, bright and fully equipped apartment with a beautiful private terrace located in the heart of Rosemont and Beaubien street. - You will be less than 10 minutes walk from the metro - Grocery stores, restaurants, boutiques, cafés and bars within walking distance - The famous Père Marquette park is 3 minutes walk away - Close to everything by public transport and free parking on the street It is fully equipped: kitchen, large living room, 2 bedrooms, office spaces, terrace, bathroom.",img_train/2493.jpg,Apartment,1
"-A 2 minute walk to the metro station, and a 7 minute ride to downtown, this unique solar powered condo with geothermal heating and cooling is in the heart of Montreal.  -A close walk to the river, with many kilometers of walking and bike trails, or even take a plunge from the swim dock. -Serve dinner on the lovely terrace with the best of ingredients fresh from the nearby Atwater market.  Fully equipped for children, crib available.",img_train/2494.jpg,Condominium,0
"Dans un quartier tranquille à seulement 15 min du centre-ville (arrêt de bus en face), 4 min du métro Charlevoix (ligne verte) et à 10 min du canal Lachine et du marché Atwater. Cuisine et salle de bain rénovés, balcon et grandes fenêtres.",img_train/2495.jpg,Apartment,0
"Je travaille maintenant à l’étranger et mon lumineux 3 ½ entièrement meublé est disponible pour une location à long terme. L’appartement est situé dans le quartier Rosemont, calme et sécuritaire, adjacent au Plateau Mont-Royal. Il est près du parc Molson et du parc Beaubien (terrains de tennis) et à quelques pas de la rue Beaubien et ses charmants commerces : restos, cafés, boulangerie, épicerie bio, cinéma. Chauffage, électricité et internet sans-fil compris.",img_train/2496.jpg,Apartment,0
"Quiet, welcoming, within walking distance of a shopping center (drugstore, liquor store ( SAQ), banks, grocery store, dollar store, restaurants). Bus 161 in front of building leading to three metro stations; train station at 4 minutes. Large variety of parks in the vicinity. 4 languages spoken: English, French, Portuguese, Spanish.",img_train/2497.jpg,Apartment,0
"Bienvenue, Welcome, Bienvenidos! This spacious and luminous flat is located in the heart of Hochelaga neighbour. It is walking distance from train, bus, bars, restaurants, gay village and only 3 train stations from downtown.",img_train/2498.jpg,Apartment,0
Fully renovated brand new appliances and furniture. walking distance to metro Villa Maria station.,img_train/2499.jpg,Apartment,1
"Appartement neuf lumineux situé au 2ème étage et doté de toutes les commodités modernes : grand séjour avec cuisine équipée, salle de bain avec baignoire, chambre indépendante et confortable, terrasse avec salon de jardin et barbecue pour les beaux jours. en bonus : le baby-foot !",img_train/2500.jpg,Apartment,2
"""Petit Bonheur""  (little happiness) has just finished renovations and is now outfitted with brand new appliances and TV for guests.  It is one street off the main street of Monk and only 10 minutes walk to the Metro to take you anywhere in the city fast with downtown only a short 8 stops away.  There are many restaurants Monk very close, an IGA grocery store and Tim Hortons and Subway less than one block at Jolicoeur and Monk.  We have a brand new BBQ as well for your use!",img_train/2501.jpg,Apartment,1
"- Fully furnished apartment in the heart of downtown Montreal - WIFI (high speed internet), stove, refrigerator, air conditioning , heating, hot water and necessary furniture are included - Near Concordia University, Mcgill University, Université de Montréal, Lassale College, HEC, UQAM, Metro Guy Concordia, hospitals & restaurant  - Indoor parking available on demand",img_train/2502.jpg,Apartment,0
"Our international student group (in three adjoining apartments) is social, respectful and diverse: McGill, UdeM, HEC, Concordia, UQAM, and young worker/travelers. Enjoy your studies or temporary work projects and make friends without worrying about housing needs. Please note that we only rent by the month, and we only accept continuous reservations from already booked rooms. Please contact us to know which rooms might be available for your dates.",img_train/2503.jpg,Apartment,0
Come and enjoy Montreal’s lively  summer in this brand new condo in trendy Griffintown !  The condo is conveniently located between downtown Montreal and the old port. Wether you are looking for a quiet place to work or a great place to entertain this condo offers both. A unique private terrace  and a quiet area to work from home.,img_train/2504.jpg,Condominium,1
"Very spacious, clean and bright apartment located on first floor! There's free parking for guests, supermarket, restaurants, bars and more all within walking distance!!   Or you can go downtown montreal in approximately 20 min drive. You can take bus right in front of apartment to subway (10min ride) which then brings you downtown in about 15-20min ! This apartment can accommodate a large group of people and is fully furnished! We can accommodate you with play pen, crib, stroller and high chair.",img_train/2505.jpg,Apartment,1
"Nice and quiet place, a hide jewel with good vibes and soul.  It's a quiet apartment in a good location on Pac Avenue but very quiet cause is facing the back street and with amazings views cause is the upper floor of the building.  The neighborhood is amazing, with everything nearby by foot and a lot of buses just in the corner.  The metro station is 15' walking.  For sure, you'll enjoy your stay!",img_train/2506.jpg,Apartment,1
