gender,idg,condtn,wave,round,position,positin1,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field,field_cd,undergra,mn_sat,tuition,race,imprace,imprelig,from,zipcode,income,goal,date,go_out,career,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr4_1,sinc4_1,intel4_1,fun4_1,amb4_1,shar4_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,attr5_1,sinc5_1,intel5_1,fun5_1,amb5_1,attr,sinc,intel,fun,amb,shar,like,prob,met,match_es,attr1_s,sinc1_s,intel1_s,fun1_s,amb1_s,shar1_s,attr3_s,sinc3_s,intel3_s,fun3_s,amb3_s,satis_2,length,numdat_2,attr7_2,sinc7_2,intel7_2,fun7_2,amb7_2,shar7_2,attr1_2,sinc1_2,intel1_2,fun1_2,amb1_2,shar1_2,attr4_2,sinc4_2,intel4_2,fun4_2,amb4_2,shar4_2,attr2_2,sinc2_2,intel2_2,fun2_2,amb2_2,shar2_2,attr3_2,sinc3_2,intel3_2,fun3_2,amb3_2,attr5_2,sinc5_2,intel5_2,fun5_2,amb5_2,you_call,them_cal,date_3,numdat_3,num_in_3,attr1_3,sinc1_3,intel1_3,fun1_3,amb1_3,shar1_3,attr7_3,sinc7_3,intel7_3,fun7_3,amb7_3,shar7_3,attr4_3,sinc4_3,intel4_3,fun4_3,amb4_3,shar4_3,attr2_3,sinc2_3,intel2_3,fun2_3,amb2_3,shar2_3,attr3_3,sinc3_3,intel3_3,fun3_3,amb3_3,attr5_3,sinc5_3,intel5_3,fun5_3,amb5_3,id
1,14,1,16,6,4,3.0,2,4,419.0,0,0.48,1,28.0,2.0,5.0,30.0,20.0,10.0,5.0,30.0,4.0,7.0,6.0,3.0,9.0,3.0,4.0,8.0,2.0,27.0,Business,8.0,Duquesne University,"1,080.00","17,478.00",2.0,1.0,1.0,"Pittsburgh, PA","15,146","36,381.00",2.0,2.0,2.0,Investment Management,7.0,7.0,8.0,8.0,9.0,8.0,8.0,8.0,6.0,7.0,9.0,8.0,8.0,8.0,8.0,8.0,7.0,6.0,7.0,,55.0,10.0,15.0,15.0,5.0,0.0,75.0,5.0,5.0,5.0,5.0,5.0,25.0,15.0,15.0,15.0,15.0,15.0,8.0,8.0,9.0,9.0,8.0,8.0,7.0,9.0,9.0,8.0,,,,,,,,,,3.0,50.0,10.0,10.0,10.0,10.0,10.0,7.0,9.0,9.0,9.0,9.0,7.0,1.0,3.0,50.0,15.0,10.0,10.0,5.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,35.0,15.0,15.0,15.0,15.0,5.0,6.0,9.0,9.0,9.0,9.0,6.0,8.0,9.0,9.0,9.0,1.0,1.0,0.0,,,50.0,10.0,10.0,10.0,10.0,10.0,60.0,10.0,10.0,10.0,5.0,5.0,50.0,10.0,10.0,10.0,10.0,10.0,45.0,15.0,15.0,10.0,10.0,10.0,7.0,7.0,8.0,8.0,8.0,6.0,6.0,7.0,7.0,7.0,7345
0,7,2,15,19,17,17.0,5,2,398.0,0,0.15,1,29.0,2.0,45.0,10.0,10.0,30.0,0.0,5.0,6.0,,5.0,3.0,,5.0,5.0,3.0,2.0,28.0,Film,14.0,School of the Arts,,,2.0,8.0,1.0,New York City,"10,028","52,010.00",2.0,7.0,3.0,Filmmaker,6.0,6.0,5.0,10.0,10.0,9.0,9.0,6.0,8.0,3.0,8.0,10.0,8.0,10.0,9.0,9.0,9.0,1.0,6.0,,25.0,25.0,25.0,10.0,10.0,5.0,80.0,0.0,10.0,10.0,0.0,0.0,80.0,0.0,10.0,10.0,0.0,0.0,7.0,7.0,7.0,7.0,10.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0,6.0,10.0,6.0,8.0,5.0,5.0,2.0,3.0,20.0,20.0,20.0,20.0,10.0,10.0,6.0,7.0,7.0,8.0,9.0,5.0,3.0,3.0,,,,,,,20.0,20.0,20.0,20.0,10.0,10.0,20.0,20.0,20.0,20.0,10.0,10.0,60.0,5.0,5.0,10.0,10.0,10.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3986
1,28,2,15,18,3,10.0,12,15,393.0,0,-0.5,1,22.0,2.0,8.0,20.0,25.0,25.0,12.0,10.0,7.0,8.0,7.0,7.0,6.0,5.0,5.0,5.0,2.0,27.0,Business,8.0,Cornell University,"1,360.00","26,062.00",2.0,8.0,8.0,"Austin, TX","10,021","55,080.00",1.0,5.0,1.0,business,7.0,10.0,8.0,5.0,8.0,1.0,1.0,8.0,10.0,1.0,8.0,2.0,2.0,4.0,4.0,5.0,1.0,1.0,5.0,,20.0,20.0,20.0,20.0,10.0,10.0,50.0,10.0,10.0,10.0,5.0,5.0,30.0,10.0,10.0,20.0,10.0,10.0,7.0,10.0,6.0,10.0,10.0,7.0,10.0,10.0,5.0,10.0,5.0,9.0,8.0,2.0,5.0,2.0,4.0,6.0,2.0,2.0,30.0,10.0,30.0,10.0,15.0,15.0,8.0,10.0,10.0,5.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5381
1,18,2,9,20,7,12.0,16,18,211.0,0,0.06,1,28.0,2.0,16.36,16.36,18.18,18.18,16.36,14.55,4.0,10.0,10.0,5.0,7.0,6.0,6.0,6.0,2.0,27.0,"Mathematics, PhD",2.0,,,,2.0,8.0,3.0,Germany,,,2.0,6.0,3.0,Professor or Consultant,2.0,5.0,1.0,6.0,8.0,10.0,9.0,6.0,4.0,7.0,9.0,1.0,9.0,9.0,10.0,8.0,3.0,1.0,3.0,,9.52,19.05,23.81,19.05,4.76,23.81,10.0,6.0,2.0,9.0,3.0,8.0,16.67,21.43,7.14,21.43,14.29,19.05,4.0,9.0,7.0,9.0,4.0,,,,,,8.0,5.0,7.0,5.0,6.0,5.0,7.0,7.0,2.0,,16.28,20.93,23.26,13.95,4.65,20.93,5.0,9.0,7.0,6.0,3.0,5.0,1.0,2.0,,,,,,,15.0,20.0,22.5,17.5,2.5,22.5,10.0,6.0,2.0,10.0,3.0,6.0,18.37,16.33,12.24,20.41,16.33,16.33,5.0,9.0,9.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6431
1,24,2,15,18,2,7.0,14,11,389.0,1,0.32,0,21.0,2.0,20.0,30.0,20.0,20.0,0.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,2.0,24.0,International Affairs,13.0,GW,,"26,170.00",3.0,1.0,1.0,NYC,0,,2.0,7.0,1.0,Diplomat/Business,9.0,7.0,7.0,9.0,8.0,9.0,8.0,3.0,5.0,1.0,6.0,2.0,4.0,8.0,6.0,10.0,2.0,1.0,6.0,,20.0,10.0,20.0,20.0,10.0,20.0,20.0,25.0,15.0,15.0,10.0,15.0,30.0,15.0,15.0,20.0,10.0,15.0,8.0,7.0,10.0,8.0,9.0,8.0,9.0,8.0,10.0,7.0,7.0,7.0,8.0,8.0,7.0,8.0,7.0,8.0,2.0,3.0,20.0,15.0,20.0,20.0,10.0,15.0,8.0,7.0,8.0,10.0,9.0,5.0,3.0,2.0,,,,,,,20.0,20.0,20.0,20.0,10.0,10.0,40.0,10.0,10.0,20.0,10.0,10.0,20.0,20.0,15.0,15.0,15.0,15.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,7.0,10.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856
1,12,1,3,10,5,,2,1,56.0,0,-0.37,1,23.0,2.0,17.0,18.0,18.0,15.0,17.0,15.0,3.0,10.0,8.0,6.0,7.0,7.0,5.0,10.0,2.0,21.0,Law,1.0,,,,2.0,6.0,7.0,Minnesota,"55,345","53,940.00",5.0,6.0,2.0,Pro Beach Volleyball,14.0,9.0,10.0,6.0,4.0,3.0,3.0,7.0,6.0,7.0,7.0,8.0,3.0,10.0,6.0,8.0,2.0,1.0,9.0,5.0,60.0,15.0,0.0,15.0,0.0,10.0,,,,,,,80.0,10.0,0.0,10.0,0.0,0.0,6.0,8.0,8.0,10.0,10.0,,,,,,9.0,8.0,8.0,10.0,9.0,6.0,8.0,1.0,2.0,2.0,,,,,,,,,,,,7.0,3.0,2.0,,,,,,,70.0,20.0,0.0,10.0,0.0,0.0,,,,,,,,,,,,,4.0,7.0,8.0,8.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5950
1,34,2,14,20,20,20.0,12,15,355.0,0,-0.21,0,24.0,2.0,50.0,20.0,10.0,5.0,10.0,5.0,6.0,7.0,8.0,9.0,8.0,5.0,4.0,4.0,2.0,26.0,business school,8.0,nyu,"1,340.00","25,380.00",4.0,3.0,2.0,new york,"7,039",,1.0,5.0,1.0,investment management,7.0,7.0,9.0,6.0,6.0,3.0,3.0,1.0,7.0,8.0,6.0,8.0,5.0,8.0,7.0,8.0,6.0,2.0,6.0,,25.0,20.0,10.0,20.0,15.0,10.0,45.0,10.0,5.0,30.0,5.0,5.0,20.0,25.0,20.0,20.0,10.0,5.0,7.0,8.0,8.0,7.0,7.0,7.0,6.0,7.0,8.0,7.0,7.0,6.0,6.0,7.0,6.0,5.0,6.0,6.0,0.0,2.0,,,,,,,,,,,,5.0,3.0,2.0,,,,,,,20.0,20.0,20.0,30.0,20.0,10.0,20.0,20.0,20.0,20.0,20.0,20.0,16.67,16.67,16.67,16.67,16.67,16.67,7.0,9.0,8.0,7.0,8.0,7.0,8.0,8.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3331
0,13,1,3,10,3,,3,8,73.0,0,0.14,0,22.0,2.0,30.0,10.0,20.0,30.0,0.0,10.0,7.0,7.0,7.0,6.0,5.0,5.0,7.0,6.0,2.0,26.0,law,1.0,,,,3.0,1.0,1.0,"Albuquerque, NM","87,004","28,989.00",2.0,7.0,2.0,attorney,1.0,8.0,5.0,7.0,8.0,6.0,6.0,7.0,7.0,7.0,7.0,3.0,2.0,9.0,7.0,9.0,9.0,2.0,5.0,1.0,30.0,10.0,20.0,20.0,10.0,10.0,,,,,,,60.0,5.0,5.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,,,,,,7.0,8.0,8.0,7.0,9.0,7.0,7.0,8.0,2.0,5.0,,,,,,,,,,,,5.0,3.0,2.0,,,,,,,50.0,10.0,10.0,10.0,10.0,10.0,,,,,,,,,,,,,9.0,9.0,9.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7308
0,13,1,13,9,2,2.0,4,7,338.0,0,0.65,0,27.0,6.0,10.0,20.0,25.0,20.0,20.0,5.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,5.0,2.0,30.0,English Education,9.0,Binghamton University,"1,214.00","9,451.00",2.0,1.0,1.0,NYC,,,2.0,3.0,1.0,Teacher,2.0,8.0,3.0,10.0,10.0,10.0,10.0,10.0,1.0,5.0,10.0,7.0,10.0,10.0,10.0,10.0,5.0,10.0,6.0,,22.0,12.0,30.0,25.0,10.0,1.0,30.0,5.0,30.0,5.0,20.0,10.0,10.0,10.0,20.0,40.0,10.0,10.0,7.0,10.0,8.0,10.0,10.0,9.0,10.0,10.0,8.0,8.0,5.0,7.0,7.0,5.0,10.0,5.0,5.0,5.0,0.0,2.0,,,,,,,,,,,,3.0,3.0,3.0,,,,,,,30.0,15.0,30.0,15.0,5.0,5.0,40.0,10.0,20.0,10.0,10.0,10.0,40.0,10.0,20.0,10.0,10.0,10.0,8.0,9.0,9.0,9.0,9.0,8.0,10.0,10.0,7.0,7.0,0.0,0.0,0.0,,,30.0,20.0,20.0,10.0,10.0,10.0,10.0,30.0,30.0,10.0,10.0,10.0,40.0,10.0,20.0,10.0,10.0,10.0,30.0,10.0,30.0,20.0,5.0,5.0,9.0,10.0,10.0,8.0,9.0,9.0,10.0,10.0,7.0,7.0,5375
0,1,1,1,10,7,,3,2,12.0,0,0.54,0,22.0,2.0,60.0,0.0,0.0,40.0,0.0,0.0,7.0,8.0,10.0,7.0,7.0,5.0,8.0,4.0,2.0,21.0,Law,1.0,,,,4.0,2.0,4.0,Chicago,"60,521","69,487.00",2.0,7.0,1.0,lawyer,,9.0,2.0,8.0,9.0,1.0,1.0,5.0,1.0,5.0,6.0,9.0,1.0,10.0,10.0,9.0,8.0,1.0,3.0,2.0,15.0,20.0,20.0,15.0,15.0,15.0,,,,,,,35.0,20.0,15.0,20.0,5.0,5.0,6.0,8.0,8.0,8.0,7.0,,,,,,7.0,8.0,7.0,8.0,5.0,6.0,7.0,5.0,1.0,4.0,,,,,,,,,,,,6.0,2.0,1.0,,,,,,,19.44,16.67,13.89,22.22,11.11,16.67,,,,,,,,,,,,,6.0,7.0,8.0,7.0,6.0,,,,,,1.0,1.0,0.0,,,15.0,20.0,20.0,15.0,15.0,15.0,,,,,,,,,,,,,,,,,,,5.0,7.0,7.0,7.0,7.0,,,,,,3521
1,10,2,11,21,2,2.0,2,19,270.0,0,0.49,0,23.0,4.0,16.0,16.0,19.0,17.0,14.0,18.0,5.0,6.0,7.0,6.0,7.0,7.0,6.0,5.0,2.0,25.0,Genetics & Development,10.0,RPI,"1,308.00","25,555.00",2.0,1.0,1.0,Connecticut,"6,098",,1.0,7.0,5.0,Professor,2.0,10.0,6.0,10.0,5.0,8.0,8.0,10.0,5.0,3.0,8.0,2.0,7.0,8.0,6.0,6.0,1.0,2.0,5.0,,60.0,20.0,0.0,20.0,0.0,0.0,40.0,10.0,10.0,20.0,10.0,10.0,50.0,0.0,0.0,0.0,50.0,0.0,4.0,8.0,8.0,8.0,5.0,4.0,8.0,8.0,8.0,5.0,7.0,7.0,8.0,7.0,,7.0,7.0,3.0,0.0,2.0,60.0,10.0,5.0,20.0,0.0,5.0,4.0,8.0,8.0,8.0,5.0,6.0,1.0,2.0,,,,,,,60.0,10.0,0.0,20.0,0.0,10.0,50.0,0.0,0.0,30.0,0.0,20.0,50.0,0.0,0.0,0.0,50.0,0.0,4.0,8.0,8.0,8.0,5.0,4.0,8.0,8.0,8.0,5.0,1.0,0.0,1.0,1.0,,60.0,20.0,0.0,20.0,0.0,0.0,60.0,20.0,0.0,20.0,0.0,0.0,60.0,0.0,0.0,20.0,0.0,20.0,50.0,0.0,0.0,0.0,50.0,0.0,4.0,8.0,8.0,8.0,6.0,4.0,8.0,7.0,8.0,7.0,7167
0,19,1,8,10,3,3.0,5,9,192.0,0,0.32,1,24.0,2.0,19.57,19.57,15.22,17.39,15.22,13.04,5.0,7.0,6.0,5.0,5.0,6.0,6.0,6.0,2.0,24.0,Social work,11.0,,,,2.0,1.0,1.0,Uzbekistan,"703,007",,1.0,7.0,3.0,boxing champ,6.0,9.0,6.0,8.0,9.0,8.0,8.0,9.0,9.0,9.0,7.0,8.0,8.0,9.0,9.0,10.0,8.0,1.0,5.0,,20.0,22.5,17.5,22.5,10.0,7.5,6.0,9.0,9.0,8.0,7.0,6.0,23.68,21.05,13.16,23.68,15.79,2.63,9.0,7.0,9.0,9.0,7.0,,,,,,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,2.0,5.0,14.0,18.0,18.0,18.0,16.0,16.0,9.0,9.0,8.0,8.0,8.0,5.0,3.0,3.0,,,,,,,14.89,17.02,17.02,17.02,17.02,17.02,9.0,9.0,9.0,9.0,9.0,9.0,16.67,16.67,16.67,16.67,16.67,16.67,9.0,8.0,8.0,9.0,8.0,,,,,,0.0,1.0,0.0,,,16.67,16.67,16.67,16.67,16.67,16.67,,,,,,,8.0,8.0,8.0,8.0,8.0,6.0,9.0,8.0,7.0,8.0,8.0,,8.0,8.0,8.0,8.0,8.0,,,,,,4798
1,34,2,14,20,16,16.0,8,8,348.0,0,-0.07,1,21.0,4.0,15.0,25.0,15.0,15.0,15.0,15.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,5.0,2.0,26.0,business school,8.0,nyu,"1,340.00","25,380.00",4.0,3.0,2.0,new york,"7,039",,1.0,5.0,1.0,investment management,7.0,7.0,9.0,6.0,6.0,3.0,3.0,1.0,7.0,8.0,6.0,8.0,5.0,8.0,7.0,8.0,6.0,2.0,6.0,,25.0,20.0,10.0,20.0,15.0,10.0,45.0,10.0,5.0,30.0,5.0,5.0,20.0,25.0,20.0,20.0,10.0,5.0,7.0,8.0,8.0,7.0,7.0,7.0,6.0,7.0,8.0,7.0,5.0,9.0,8.0,9.0,8.0,6.0,5.0,6.0,0.0,2.0,,,,,,,,,,,,5.0,3.0,2.0,,,,,,,20.0,20.0,20.0,30.0,20.0,10.0,20.0,20.0,20.0,20.0,20.0,20.0,16.67,16.67,16.67,16.67,16.67,16.67,7.0,9.0,8.0,7.0,8.0,7.0,8.0,8.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2989
0,19,1,3,10,1,,4,3,68.0,0,0.65,0,27.0,1.0,21.0,17.0,22.0,20.0,8.0,13.0,6.0,7.0,6.0,7.0,5.0,3.0,6.0,5.0,2.0,23.0,Social Work,11.0,,,,6.0,6.0,3.0,"Boston, MA","4,605",,2.0,5.0,3.0,Social Worker.... Clinician,3.0,7.0,5.0,7.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,9.0,8.0,8.0,9.0,6.0,7.0,10.0,17.0,17.0,17.0,17.0,17.0,15.0,,,,,,,20.0,18.0,18.0,14.0,15.0,15.0,7.0,9.0,9.0,8.0,9.0,,,,,,7.0,7.0,7.0,7.0,7.0,6.0,6.0,5.0,2.0,0.0,,,,,,,,,,,,5.0,1.0,1.0,,,,,,,17.0,17.0,17.0,17.0,17.0,17.0,,,,,,,,,,,,,8.0,9.0,8.0,9.0,9.0,,,,,,0.0,0.0,0.0,,,15.0,17.0,17.0,17.0,17.0,17.0,,,,,,,,,,,,,,,,,,,8.0,9.0,8.0,9.0,9.0,,,,,,4100
0,23,2,11,21,14,14.0,12,18,290.0,1,0.31,0,34.0,2.0,30.0,10.0,30.0,10.0,5.0,15.0,5.0,7.0,8.0,7.0,7.0,8.0,7.0,5.0,2.0,26.0,Psychology,3.0,Yale,"1,450.00","26,100.00",1.0,9.0,10.0,"Brooklyn, NY","11,212","18,283.00",1.0,6.0,2.0,Who knows,10.0,1.0,1.0,1.0,5.0,7.0,7.0,7.0,1.0,3.0,9.0,4.0,7.0,7.0,7.0,8.0,9.0,6.0,1.0,,20.0,20.0,20.0,10.0,20.0,10.0,10.0,30.0,30.0,5.0,20.0,5.0,50.0,30.0,5.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,5.0,8.0,7.0,10.0,9.0,8.0,8.0,9.0,9.0,9.0,8.0,7.0,8.0,6.0,,2.0,,,,,,,,,,,,5.0,3.0,2.0,,,,,,,20.0,20.0,20.0,20.0,10.0,10.0,10.0,30.0,10.0,10.0,30.0,10.0,36.36,18.18,9.09,18.18,4.55,13.64,8.0,8.0,8.0,10.0,6.0,8.0,8.0,9.0,10.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4808
1,14,1,16,6,8,3.0,4,2,417.0,0,0.33,1,29.0,2.0,20.0,20.0,20.0,10.0,10.0,20.0,8.0,7.0,7.0,5.0,8.0,3.0,6.0,5.0,2.0,27.0,Business,8.0,Duquesne University,"1,080.00","17,478.00",2.0,1.0,1.0,"Pittsburgh, PA","15,146","36,381.00",2.0,2.0,2.0,Investment Management,7.0,7.0,8.0,8.0,9.0,8.0,8.0,8.0,6.0,7.0,9.0,8.0,8.0,8.0,8.0,8.0,7.0,6.0,7.0,,55.0,10.0,15.0,15.0,5.0,0.0,75.0,5.0,5.0,5.0,5.0,5.0,25.0,15.0,15.0,15.0,15.0,15.0,8.0,8.0,9.0,9.0,8.0,8.0,7.0,9.0,9.0,8.0,5.0,9.0,9.0,7.0,7.0,4.0,6.0,6.0,2.0,3.0,50.0,10.0,10.0,10.0,10.0,10.0,7.0,9.0,9.0,9.0,9.0,7.0,1.0,3.0,50.0,15.0,10.0,10.0,5.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,35.0,15.0,15.0,15.0,15.0,5.0,6.0,9.0,9.0,9.0,9.0,6.0,8.0,9.0,9.0,9.0,1.0,1.0,0.0,,,50.0,10.0,10.0,10.0,10.0,10.0,60.0,10.0,10.0,10.0,5.0,5.0,50.0,10.0,10.0,10.0,10.0,10.0,45.0,15.0,15.0,10.0,10.0,10.0,7.0,7.0,8.0,8.0,8.0,6.0,6.0,7.0,7.0,7.0,1846
1,36,2,4,18,5,,6,1,76.0,0,0.43,0,34.0,2.0,10.0,10.0,30.0,20.0,10.0,20.0,2.0,8.0,8.0,,,,5.0,5.0,2.0,27.0,Business,8.0,,,,4.0,7.0,1.0,Philippines,"1,114",,5.0,5.0,1.0,consulting,7.0,9.0,9.0,7.0,9.0,10.0,9.0,9.0,1.0,5.0,9.0,5.0,8.0,9.0,8.0,5.0,3.0,5.0,9.0,1.0,20.0,20.0,20.0,20.0,10.0,10.0,,,,,,,25.0,20.0,15.0,15.0,10.0,15.0,5.0,8.0,5.0,8.0,5.0,,,,,,3.0,4.0,8.0,8.0,6.0,4.0,5.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517
1,18,2,17,11,12,7.0,5,8,437.0,1,0.41,1,23.0,2.0,15.0,15.0,18.0,18.0,14.0,20.0,7.0,6.0,9.0,10.0,9.0,9.0,6.0,6.0,2.0,22.0,Law/Business,1.0,Yale,"1,450.00","26,100.00",2.0,1.0,1.0,New York City,"10,021","55,080.00",1.0,2.0,1.0,Business Management,7.0,3.0,2.0,4.0,9.0,8.0,9.0,3.0,5.0,9.0,7.0,3.0,6.0,7.0,6.0,10.0,6.0,5.0,3.0,,25.0,15.0,25.0,25.0,5.0,5.0,30.0,20.0,15.0,20.0,0.0,15.0,15.0,15.0,25.0,17.0,18.0,10.0,8.0,9.0,8.0,9.0,10.0,8.0,7.0,9.0,8.0,8.0,5.0,7.0,5.0,6.0,3.0,7.0,6.0,4.0,2.0,4.0,30.0,10.0,25.0,20.0,5.0,10.0,9.0,9.0,9.0,9.0,9.0,6.0,3.0,3.0,30.0,10.0,20.0,30.0,0.0,10.0,30.0,10.0,25.0,20.0,5.0,10.0,35.0,10.0,15.0,25.0,0.0,15.0,15.0,15.0,20.0,20.0,20.0,10.0,9.0,9.0,9.0,9.0,9.0,8.0,7.0,9.0,8.0,9.0,2.0,0.0,1.0,1.0,,30.0,10.0,25.0,20.0,5.0,10.0,25.0,15.0,20.0,30.0,0.0,10.0,40.0,10.0,15.0,20.0,0.0,15.0,20.0,20.0,20.0,20.0,10.0,10.0,9.0,9.0,10.0,9.0,10.0,8.0,8.0,9.0,9.0,9.0,376
1,12,2,2,19,7,,5,2,22.0,1,-0.02,0,27.0,1.0,20.0,20.0,20.0,10.0,10.0,20.0,6.0,7.0,7.0,4.0,6.0,6.0,6.0,6.0,2.0,28.0,Finance,8.0,,,,2.0,6.0,6.0,Switzerland,"10,012",,2.0,6.0,3.0,banker / academia,7.0,9.0,7.0,3.0,6.0,8.0,6.0,6.0,7.0,6.0,6.0,7.0,6.0,7.0,6.0,6.0,6.0,3.0,7.0,7.0,25.0,15.0,25.0,15.0,0.0,20.0,,,,,,,20.0,20.0,20.0,10.0,10.0,20.0,7.0,8.0,6.0,8.0,7.0,,,,,,7.0,7.0,7.0,5.0,6.0,5.0,6.0,5.0,2.0,9.0,,,,,,,,,,,,7.0,3.0,3.0,,,,,,,25.0,25.0,0.0,25.0,0.0,25.0,,,,,,,,,,,,,7.0,8.0,8.0,6.0,7.0,,,,,,0.0,0.0,0.0,,,30.0,20.0,20.0,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,7.0,7.0,10.0,5.0,7.0,,,,,,913
1,2,2,7,16,10,9.0,2,2,143.0,0,0.34,1,33.0,2.0,8.33,20.83,20.83,14.58,16.67,18.75,5.0,6.0,8.0,6.0,7.0,,5.0,5.0,2.0,23.0,physics (astrophysics),10.0,,,,2.0,3.0,4.0,NYC (Staten Island),"10,301","37,248.00",4.0,6.0,2.0,"physicist, probably academia",2.0,2.0,4.0,4.0,6.0,7.0,4.0,7.0,7.0,6.0,8.0,6.0,5.0,8.0,4.0,9.0,5.0,1.0,7.0,,19.05,19.05,19.05,19.05,9.52,14.29,9.0,7.0,6.0,7.0,4.0,8.0,15.22,19.57,19.57,19.57,8.7,17.39,7.0,9.0,7.0,9.0,6.0,,,,,,6.0,8.0,9.0,6.0,8.0,7.0,7.0,5.0,0.0,4.0,20.93,16.28,18.6,18.6,11.63,13.95,6.0,8.0,9.0,7.0,6.0,8.0,1.0,2.0,,,,,,,17.78,20.0,20.0,17.78,11.11,13.33,9.0,8.0,6.0,7.0,5.0,7.0,15.22,19.57,19.57,17.39,10.87,17.39,6.0,9.0,9.0,7.0,6.0,,,,,,0.0,0.0,0.0,,,16.28,18.6,18.6,16.28,11.63,18.6,,,,,,,9.0,7.0,7.0,9.0,7.0,7.0,8.0,8.0,8.0,9.0,7.0,,7.0,8.0,9.0,8.0,7.0,,,,,,3187
1,14,2,17,11,7,4.0,3,6,435.0,0,0.23,0,22.0,1.0,25.0,5.0,20.0,25.0,15.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,28.0,MBA,8.0,Universidad de los Andes,,,3.0,2.0,2.0,"Bogota, Colombia",0,,1.0,4.0,3.0,Finance,7.0,9.0,2.0,9.0,8.0,8.0,7.0,6.0,3.0,6.0,6.0,5.0,6.0,6.0,5.0,8.0,3.0,3.0,7.0,,30.0,20.0,25.0,15.0,10.0,0.0,30.0,20.0,15.0,15.0,15.0,5.0,30.0,25.0,25.0,20.0,0.0,0.0,6.0,8.0,9.0,7.0,5.0,6.0,8.0,7.0,7.0,4.0,5.0,5.0,8.0,6.0,9.0,3.0,4.0,4.0,2.0,3.0,30.0,25.0,25.0,15.0,5.0,0.0,6.0,9.0,7.0,8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6602
